日期和時間,當下車速(公里/小時),未來車速(公里/小時)
970211 0755,90.4784,90.7171
970211 0800,90.7171,91.8458
970211 0805,91.8458,91.709
970211 0810,91.709,91.703
970211 0815,91.703,91.8481
970211 0820,91.8481,92.6794
970211 0825,92.6794,92.7094
970211 0830,92.7094,91.4643
970211 0835,91.4643,89.0307
970211 0840,89.0307,91.5327
970211 0845,91.5327,91.0435
970211 0850,91.0435,91.0435
970211 0855,91.0435,90.625
970211 0900,90.625,88.1077
970211 0905,88.1077,81.7347
970211 0910,81.7347,90.104
970211 0915,90.104,89.0962
970211 0920,89.0962,89.5598
970211 0925,89.5598,91.1815
970211 0930,91.1815,88.0824
970211 0935,88.0824,88.2533
970211 0940,88.2533,86.7449
970211 0945,86.7449,85.2518
970211 0950,85.2518,85.2518
970211 0955,85.2518,87.4457
970211 1000,87.4457,85.6651
970211 1005,85.6651,86.3793
970211 1010,86.3793,78.609
970211 1015,78.609,86.2411
970211 1020,86.2411,84.8249
970211 1025,84.8249,76.0294
970211 1030,76.0294,76.9348
970211 1035,76.9348,84.3245
970211 1040,84.3245,86.9245
970211 1045,86.9245,78.8484
970211 1050,78.8484,78.8484
970211 1055,78.8484,85.3685
970211 1100,85.3685,81.4479
970211 1105,81.4479,81.5653
970211 1110,81.5653,78.7467
970211 1115,78.7467,73.7598
970211 1120,73.7598,81.4061
970211 1125,81.4061,82.2174
970211 1130,82.2174,83.4611
970211 1135,83.4611,83.6473
970211 1140,83.6473,84.4389
970211 1145,84.4389,84.9917
970211 1150,84.9917,84.9917
970211 1155,84.9917,84.2
970211 1200,84.2,86.5669
970211 1205,86.5669,87.9507
970211 1210,87.9507,87.3803
970211 1215,87.3803,88.0242
970211 1220,88.0242,88.1689
970211 1225,88.1689,88.2668
970211 1230,88.2668,86.4988
970211 1235,86.4988,86.1477
970211 1240,86.1477,81.3814
970211 1245,81.3814,86.1779
970211 1250,86.1779,86.1779
970211 1255,86.1779,88.0435
970211 1300,88.0435,86.7547
970211 1305,86.7547,84.5889
970211 1310,84.5889,82.5896
970211 1315,82.5896,82.2639
970211 1320,82.2639,82.6721
970211 1325,82.6721,83.8052
970211 1330,83.8052,82.6305
970211 1335,82.6305,76.8164
970211 1340,76.8164,84.247
970211 1345,84.247,81.0879
970211 1350,81.0879,81.0879
970211 1355,81.0879,80.3354
970211 1400,80.3354,72.636
970211 1405,72.636,78.3238
970211 1410,78.3238,78.5274
970211 1415,78.5274,75.9707
970211 1420,75.9707,74
970211 1425,74,72.9686
970211 1430,72.9686,72.9865
970211 1435,72.9865,72.1765
970211 1440,72.1765,73.7615
970211 1445,73.7615,76.7554
970211 1450,76.7554,76.7554
970211 1455,76.7554,71.9885
970211 1500,71.9885,72.3063
970211 1505,72.3063,73.2803
970211 1510,73.2803,73.1494
970211 1515,73.1494,69.7024
970211 1520,69.7024,74.8943
970211 1525,74.8943,77.3245
970211 1530,77.3245,76.9978
970211 1535,76.9978,72.6653
970211 1540,72.6653,73.2729
970211 1545,73.2729,73.8214
970211 1550,73.8214,73.8214
970211 1555,73.8214,73.8653
970211 1600,73.8653,74.2871
970211 1605,74.2871,78.5248
970211 1610,78.5248,75.2872
970211 1615,75.2872,74.3425
970211 1620,74.3425,72.7173
970211 1625,72.7173,72.5268
970211 1630,72.5268,75.7016
970211 1635,75.7016,74.954
970211 1640,74.954,73.9659
970211 1645,73.9659,73.9477
970211 1650,73.9477,73.9477
970211 1655,73.9477,70.3631
970211 1700,70.3631,69.1268
970211 1705,69.1268,76.4564
970211 1710,76.4564,77.1548
970211 1715,77.1548,76.7255
970211 1720,76.7255,75.6874
970211 1725,75.6874,71.5868
970211 1730,71.5868,74.0947
970211 1735,74.0947,70.6758
970211 1740,70.6758,69.0699
970211 1745,69.0699,72.9575
970211 1750,72.9575,72.9575
970211 1755,72.9575,75.2271
970211 1800,75.2271,75.7423
970211 1805,75.7423,76.6294
970211 1810,76.6294,78.8886
970211 1815,78.8886,74.3111
970211 1820,74.3111,76.7103
970211 1825,76.7103,76.8264
970211 1830,76.8264,74.531
970211 1835,74.531,76.4809
970211 1840,76.4809,78.7861
970211 1845,78.7861,73.261
970211 1850,73.261,73.261
970211 1855,73.261,79.6124
970211 1900,79.6124,79.5133
970211 1905,79.5133,78.2986
970211 1910,78.2986,75.7125
970211 1915,75.7125,78.8575
970211 1920,78.8575,76.3863
970211 1925,76.3863,76.6425
970211 1930,76.6425,75.6268
970211 1935,75.6268,77.6196
970211 1940,77.6196,77.1381
970211 1945,77.1381,73.084
970211 1950,73.084,73.084
970211 1955,73.084,78.6524
970211 2000,78.6524,73.8843
970211 2005,73.8843,75.566
970211 2010,75.566,81.3094
970211 2015,81.3094,78.7913
970211 2020,78.7913,72.4381
970211 2025,72.4381,79.4861
970211 2030,79.4861,78.6261
970211 2035,78.6261,77.4378
970211 2040,77.4378,73.6362
970211 2045,73.6362,70.6519
970211 2050,70.6519,70.6519
970211 2055,70.6519,79.6828
970211 2100,79.6828,82.779
970211 2105,82.779,80.4222
970211 2110,80.4222,82.4064
970211 2115,82.4064,79.5269
970211 2120,79.5269,80.5262
970211 2125,80.5262,76.503
970211 2130,76.503,76.4397
970211 2135,76.4397,82.3032
970211 2140,82.3032,78.6061
970211 2145,78.6061,80.0142
970211 2150,80.0142,80.0142
970211 2155,80.0142,81.8983
970211 2200,81.8983,80.8234
970211 2205,80.8234,84.1677
970211 2210,84.1677,83.4101
970211 2215,83.4101,77.2194
970211 2220,77.2194,85.212
970211 2225,85.212,78.6491
970211 2230,78.6491,82.2249
970211 2235,82.2249,83.4094
970211 2240,83.4094,84.506
970211 2245,84.506,83.9218
970211 2250,83.9218,83.9218
970211 2255,83.9218,84.6752
970211 2300,84.6752,85.6049
970211 2305,85.6049,86.8016
970211 2310,86.8016,87.0471
970211 2315,87.0471,86.1704
970211 2320,86.1704,85.2119
970211 2325,85.2119,84.9668
970211 2330,84.9668,86.6332
970211 2335,86.6332,87.4463
970211 2340,87.4463,89.5888
970211 2345,89.5888,88.9519
970211 2350,88.9519,88.9519
970211 2355,88.9519,89.05
970212 0000,89.05,88.4975
970212 0005,88.4975,90.6024
970212 0010,90.6024,87.7165
970212 0015,87.7165,89.1354
970212 0020,89.1354,90.1837
970212 0025,90.1837,90.5275
970212 0030,90.5275,89.5357
970212 0035,89.5357,92.5603
970212 0040,92.5603,90.9415
970212 0045,90.9415,91.6306
970212 0050,91.6306,91.6306
970212 0055,91.6306,91.5724
970212 0100,91.5724,90.5133
970212 0105,90.5133,89.8955
970212 0110,89.8955,91.3333
970212 0115,91.3333,88.3692
970212 0120,88.3692,90.0336
970212 0125,90.0336,91.4138
970212 0130,91.4138,88.6814
970212 0135,88.6814,89.0795
970212 0140,89.0795,92.6542
970212 0145,92.6542,90.2333
970212 0150,90.2333,90.2333
970212 0155,90.2333,89.1236
970212 0200,89.1236,89.4653
970212 0205,89.4653,90.4634
970212 0210,90.4634,93.2462
970212 0215,93.2462,94.4023
970212 0220,94.4023,90.2472
970212 0225,90.2472,91.9157
970212 0230,91.9157,90.3718
970212 0235,90.3718,94.0317
970212 0240,94.0317,87.65
970212 0245,87.65,93.8169
970212 0250,93.8169,91.8767
970212 0255,91.8767,91.7846
970212 0300,91.7846,86.6923
970212 0305,86.6923,91.3043
970212 0310,91.3043,89.7115
970212 0315,89.7115,90.6923
970212 0320,90.6923,90.0541
970212 0325,90.0541,90.4912
970212 0330,90.4912,88.7556
970212 0335,88.7556,89.6667
970212 0340,89.6667,89.6304
970212 0345,89.6304,88
970212 0350,88,88
970212 0355,88,90.9063
970212 0400,90.9063,86.6957
970212 0405,86.6957,90.4643
970212 0410,90.4643,87.5962
970212 0415,87.5962,88.9048
970212 0420,88.9048,91.0357
970212 0425,91.0357,89.7273
970212 0430,89.7273,88.0938
970212 0435,88.0938,89.2941
970212 0440,89.2941,88.4912
970212 0445,88.4912,93.0968
970212 0450,93.0968,93.0968
970212 0455,93.0968,94.875
970212 0500,94.875,91.8966
970212 0505,91.8966,92.0462
970212 0510,92.0462,94.1406
970212 0515,94.1406,92.7188
970212 0520,92.7188,92.8462
970212 0525,92.8462,87.0469
970212 0530,87.0469,89.5696
970212 0535,89.5696,91.1776
970212 0540,91.1776,90.1695
970212 0545,90.1695,90.5956
970212 0550,90.5956,90.5956
970212 0555,90.5956,89.5872
970212 0600,89.5872,88.3065
970212 0605,88.3065,88.2586
970212 0610,88.2586,89.395
970212 0615,89.395,89.4449
970212 0620,89.4449,88.2766
970212 0625,88.2766,89.1255
970212 0630,89.1255,88.2643
970212 0635,88.2643,81.8934
970212 0640,81.8934,81.4764
970212 0645,81.4764,80.8278
970212 0650,80.8278,80.8278
970212 0655,80.8278,74.8363
970212 0700,74.8363,75.0637
970212 0705,75.0637,72.257
970212 0710,72.257,71.7917
970212 0715,71.7917,69.0346
970212 0720,69.0346,67.8949
970212 0725,67.8949,63.7959
970212 0730,63.7959,63.9679
970212 0735,63.9679,65.311
970212 0740,65.311,68.0896
970212 0745,68.0896,63.8399
970212 0750,63.8399,63.8399
970212 0755,63.8399,64.6322
970212 0800,64.6322,65.3763
970212 0805,65.3763,64.1038
970212 0810,64.1038,64.7004
970212 0815,64.7004,65.1429
970212 0820,65.1429,63.3784
970212 0825,63.3784,65.6341
970212 0830,65.6341,66.338
970212 0835,66.338,65.2174
970212 0840,65.2174,66.6236
970212 0845,66.6236,66.2137
970212 0850,66.2137,66.2137
970212 0855,66.2137,68.3366
970212 0900,68.3366,73.1496
970212 0905,73.1496,76.3099
970212 0910,76.3099,73.6606
970212 0915,73.6606,76.9866
970212 0920,76.9866,77.5227
970212 0925,77.5227,78.2049
970212 0930,78.2049,71.8916
970212 0935,71.8916,77.8674
970212 0940,77.8674,75.89
970212 0945,75.89,74.4226
970212 0950,74.4226,74.4226
970212 0955,74.4226,77.9143
970212 1000,77.9143,77.7707
970212 1005,77.7707,75.1569
970212 1010,75.1569,84.1685
970212 1015,84.1685,80.0917
970212 1020,80.0917,83.591
970212 1025,83.591,75.9031
970212 1030,75.9031,77.1825
970212 1035,77.1825,76.24
970212 1040,76.24,75.5402
970212 1045,75.5402,73.2647
970212 1050,73.2647,73.2647
970212 1055,73.2647,82.4308
970212 1100,82.4308,82.3727
970212 1105,82.3727,82.0438
970212 1110,82.0438,83.7939
970212 1115,83.7939,84.4795
970212 1120,84.4795,71.733
970212 1125,71.733,76.809
970212 1130,76.809,79.1596
970212 1135,79.1596,75.2319
970212 1140,75.2319,83.3215
970212 1145,83.3215,79.593
970212 1150,79.593,79.593
970212 1155,79.593,83.4387
970212 1200,83.4387,81.5995
970212 1205,81.5995,72.4922
970212 1210,72.4922,77.101
970212 1215,77.101,70.3534
970212 1220,70.3534,82.4685
970212 1225,82.4685,84.7065
970212 1230,84.7065,79.9173
970212 1235,79.9173,80.8319
970212 1240,80.8319,82.385
970212 1245,82.385,77.6706
970212 1250,77.6706,77.6706
970212 1255,77.6706,75
970212 1300,75,74.6759
970212 1305,74.6759,80.0841
970212 1310,80.0841,78.3438
970212 1315,78.3438,74.0458
970212 1320,74.0458,77.2449
970212 1325,77.2449,77.6403
970212 1330,77.6403,72.1082
970212 1335,72.1082,71.7505
970212 1340,71.7505,74.263
970212 1345,74.263,64.6683
970212 1350,64.6683,64.6683
970212 1355,64.6683,71.735
970212 1400,71.735,73.6631
970212 1405,73.6631,76.2754
970212 1410,76.2754,74.2489
970212 1415,74.2489,72.0917
970212 1420,72.0917,70.8753
970212 1425,70.8753,71.3019
970212 1430,71.3019,76.6637
970212 1435,76.6637,74.5873
970212 1440,74.5873,74.4898
970212 1445,74.4898,72.9029
970212 1450,72.9029,72.9029
970212 1455,72.9029,75.8971
970212 1500,75.8971,72.6146
970212 1505,72.6146,75.6253
970212 1510,75.6253,74.102
970212 1515,74.102,78.1884
970212 1520,78.1884,72.6015
970212 1525,72.6015,74.483
970212 1530,74.483,74.9808
970212 1535,74.9808,77.0587
970212 1540,77.0587,73.16
970212 1545,73.16,71.1166
970212 1550,71.1166,71.1166
970212 1555,71.1166,78.6531
970212 1600,78.6531,72.8262
970212 1605,72.8262,74.9009
970212 1610,74.9009,76.6698
970212 1615,76.6698,74.4549
970212 1620,74.4549,74.6982
970212 1625,74.6982,76.0457
970212 1630,76.0457,77.4357
970212 1635,77.4357,72.9567
970212 1640,72.9567,72.8553
970212 1645,72.8553,72.2144
970212 1650,72.2144,72.2144
970212 1655,72.2144,73.28
970212 1700,73.28,71.0596
970212 1705,71.0596,78.3775
970212 1710,78.3775,79.9226
970212 1715,79.9226,76.2028
970212 1720,76.2028,73.2392
970212 1725,73.2392,74.3405
970212 1730,74.3405,71.5821
970212 1735,71.5821,73.2864
970212 1740,73.2864,71.2484
970212 1745,71.2484,76.6941
970212 1750,76.6941,76.6941
970212 1755,76.6941,75.8352
970212 1800,75.8352,74.4148
970212 1805,74.4148,75.1785
970212 1810,75.1785,74.729
970212 1815,74.729,73.6414
970212 1820,73.6414,76.8484
970212 1825,76.8484,74.7789
970212 1830,74.7789,79.8564
970212 1835,79.8564,72.7888
970212 1840,72.7888,75.6407
970212 1845,75.6407,76.0434
970212 1850,76.0434,76.0434
970212 1855,76.0434,71.8174
970212 1900,71.8174,80.2005
970212 1905,80.2005,82.9419
970212 1910,82.9419,77.9838
970212 1915,77.9838,78.0706
970212 1920,78.0706,75.3818
970212 1925,75.3818,77.1333
970212 1930,77.1333,84.1235
970212 1935,84.1235,84.7354
970212 1940,84.7354,81.6144
970212 1945,81.6144,77.9848
970212 1950,77.9848,77.9848
970212 1955,77.9848,74.3861
970212 2000,74.3861,83.564
970212 2005,83.564,79.2339
970212 2010,79.2339,77.6481
970212 2015,77.6481,77.5933
970212 2020,77.5933,81.0401
970212 2025,81.0401,76.3131
970212 2030,76.3131,75.8957
970212 2035,75.8957,84.469
970212 2040,84.469,81.4514
970212 2045,81.4514,78.5576
970212 2050,78.5576,78.5576
970212 2055,78.5576,76.5746
970212 2100,76.5746,85.5613
970212 2105,85.5613,82.5522
970212 2110,82.5522,81.0572
970212 2115,81.0572,79.2281
970212 2120,79.2281,80.5577
970212 2125,80.5577,81.9684
970212 2130,81.9684,83.7329
970212 2135,83.7329,80.916
970212 2140,80.916,81.2715
970212 2145,81.2715,84.2734
970212 2150,84.2734,84.2734
970212 2155,84.2734,78.5397
970212 2200,78.5397,83.6988
970212 2205,83.6988,83.1685
970212 2210,83.1685,82.2246
970212 2215,82.2246,81.2445
970212 2220,81.2445,84.5496
970212 2225,84.5496,82.6113
970212 2230,82.6113,86.4756
970212 2235,86.4756,83.7589
970212 2240,83.7589,81.8533
970212 2245,81.8533,85.7991
970212 2250,85.7991,85.7991
970212 2255,85.7991,82.2714
970212 2300,82.2714,81.4315
970212 2305,81.4315,89.7813
970212 2310,89.7813,84.2994
970212 2315,84.2994,88.4635
970212 2320,88.4635,89.8313
970212 2325,89.8313,87.2197
970212 2330,87.2197,89.0667
970212 2335,89.0667,89.2039
970212 2340,89.2039,84.8014
970212 2345,84.8014,83.5833
970212 2350,83.5833,83.5833
970212 2355,83.5833,89.4634
970213 0000,89.4634,91.303
970213 0005,91.303,88.9692
970213 0010,88.9692,89.9469
970213 0015,89.9469,86.0758
970213 0020,86.0758,91.2131
970213 0025,91.2131,87.1863
970213 0030,87.1863,88.6733
970213 0035,88.6733,89.7917
970213 0040,89.7917,90.9118
970213 0045,90.9118,92.1609
970213 0050,92.1609,92.1609
970213 0055,92.1609,93.2692
970213 0100,93.2692,88.7813
970213 0105,88.7813,89.5278
970213 0110,89.5278,90.96
970213 0115,90.96,91.8784
970213 0120,91.8784,91
970213 0125,91,93.2593
970213 0130,93.2593,87.1644
970213 0135,87.1644,92.678
970213 0140,92.678,91.6905
970213 0145,91.6905,90.9851
970213 0150,90.9851,90.9851
970213 0155,90.9851,92.4576
970213 0200,92.4576,91.1475
970213 0205,91.1475,94.6364
970213 0210,94.6364,90.1176
970213 0220,90.1176,92.4576
970213 0225,92.4576,88.0667
970213 0230,88.0667,92.2449
970213 0245,92.2449,92.2449
970213 0250,92.2449,88.9565
970213 0255,88.9565,95.3846
970213 0300,95.3846,93.3846
970213 0305,93.3846,93.2759
970213 0310,93.2759,88.2692
970213 0315,88.2692,92.3056
970213 0320,92.3056,92.3056
970213 0325,92.3056,89.3478
970213 0330,89.3478,94.697
970213 0335,94.697,86.1071
970213 0340,86.1071,90.7241
970213 0345,90.7241,86.3529
970213 0350,86.3529,86.3529
970213 0355,86.3529,93.6538
970213 0400,93.6538,96.5
970213 0405,96.5,91
970213 0410,91,91.6786
970213 0415,91.6786,92.4444
970213 0420,92.4444,89.3226
970213 0425,89.3226,87.1515
970213 0430,87.1515,90.2414
970213 0435,90.2414,91.3462
970213 0440,91.3462,89.7778
970213 0445,89.7778,91.2174
970213 0450,91.2174,91.2174
970213 0455,91.2174,85.7714
970213 0500,85.7714,89.7073
970213 0505,89.7073,91
970213 0510,91,88.0263
970213 0515,88.0263,91.1186
970213 0520,91.1186,89.2667
970213 0525,89.2667,92.08
970213 0530,92.08,87.5294
970213 0535,87.5294,88.1111
970213 0540,88.1111,88.9079
970213 0545,88.9079,93.3095
970213 0550,93.3095,93.3095
970213 0555,93.3095,90.7519
970213 0600,90.7519,90.1583
970213 0605,90.1583,89.9524
970213 0610,89.9524,89.3827
970213 0615,89.3827,90.5079
970213 0620,90.5079,84.23
970213 0625,84.23,88.7681
970213 0630,88.7681,83.8356
970213 0635,83.8356,86.4591
970213 0640,86.4591,71.3278
970213 0645,71.3278,84.1702
970213 0650,84.1702,84.1702
970213 0655,84.1702,78.1614
970213 0700,78.1614,76.0185
970213 0705,76.0185,73.1155
970213 0710,73.1155,70.2284
970213 0715,70.2284,69.1636
970213 0720,69.1636,70.3263
970213 0725,70.3263,66.4354
970213 0730,66.4354,65.6932
970213 0735,65.6932,68.6252
970213 0740,68.6252,67.0037
970213 0745,67.0037,65.0466
970213 0750,65.0466,65.0466
970213 0755,65.0466,67.8255
970213 0800,67.8255,69.6942
970213 0805,69.6942,69.9381
970213 0810,69.9381,67.3488
970213 0815,67.3488,70.3788
970213 0820,70.3788,67.2727
970213 0825,67.2727,64.5467
970213 0830,64.5467,65.655
970213 0835,65.655,66.6949
970213 0840,66.6949,69.5907
970213 0845,69.5907,77.112
970213 0850,77.112,77.112
970213 0855,77.112,75.371
970213 0900,75.371,69.5335
970213 0905,69.5335,68.0361
970213 0910,68.0361,75.9807
970213 0915,75.9807,74.404
970213 0920,74.404,74.1253
970213 0925,74.1253,79.1381
970213 0930,79.1381,76.8906
970213 0935,76.8906,80.5482
970213 0940,80.5482,71.4966
970213 0945,71.4966,79.845
970213 0950,79.845,79.845
970213 0955,79.845,72.4501
970213 1000,72.4501,77.0072
970213 1005,77.0072,77.1801
970213 1010,77.1801,71.2798
970213 1015,71.2798,78.1451
970213 1020,78.1451,82.2343
970213 1025,82.2343,77.5109
970213 1030,77.5109,63.139
970213 1035,63.139,65.7241
970213 1040,65.7241,69.8868
970213 1045,69.8868,76.7659
970213 1050,76.7659,76.7659
970213 1055,76.7659,81.3497
970213 1100,81.3497,77.5714
970213 1105,77.5714,75.8367
970213 1110,75.8367,79.495
970213 1115,79.495,71.921
970213 1120,71.921,74.8083
970213 1125,74.8083,81.9601
970213 1130,81.9601,75.7985
970213 1135,75.7985,78.8381
970213 1140,78.8381,78.6712
970213 1145,78.6712,76.8447
970213 1150,76.8447,76.8447
970213 1155,76.8447,78.5859
970213 1200,78.5859,83.6561
970213 1205,83.6561,85.4927
970213 1210,85.4927,84.2437
970213 1215,84.2437,82.1397
970213 1220,82.1397,78.3832
970213 1225,78.3832,83.5339
970213 1230,83.5339,82.9183
970213 1235,82.9183,76.2418
970213 1240,76.2418,79.3852
970213 1245,79.3852,81.1962
970213 1250,81.1962,81.1962
970213 1255,81.1962,79.1706
970213 1300,79.1706,73.6878
970213 1305,73.6878,79.0167
970213 1310,79.0167,80.0236
970213 1315,80.0236,79.7194
970213 1320,79.7194,78.197
970213 1325,78.197,73.097
970213 1330,73.097,79.4316
970213 1335,79.4316,79.1847
970213 1340,79.1847,76.8233
970213 1345,76.8233,76.2661
970213 1350,76.2661,78.1867
970213 1355,78.1867,75.7424
970213 1400,75.7424,78.1826
970213 1405,78.1826,76.0728
970213 1410,76.0728,72.0979
970213 1415,72.0979,74.7467
970213 1420,74.7467,70.4062
970213 1425,70.4062,73.6707
970213 1430,73.6707,74.874
970213 1435,74.874,69.008
970213 1440,69.008,70.7888
970213 1445,70.7888,77.6647
970213 1450,77.6647,77.6647
970213 1455,77.6647,73.6
970213 1500,73.6,77.711
970213 1505,77.711,78.3234
970213 1510,78.3234,77.588
970213 1515,77.588,76.6331
970213 1520,76.6331,76.454
970213 1525,76.454,79.1456
970213 1530,79.1456,77.2379
970213 1535,77.2379,77.0699
970213 1540,77.0699,76.2201
970213 1545,76.2201,77.0926
970213 1550,77.0926,77.0926
970213 1555,77.0926,79.0062
970213 1600,79.0062,78.5022
970213 1605,78.5022,78.7184
970213 1610,78.7184,75.4502
970213 1615,75.4502,77.6317
970213 1620,77.6317,65.4681
970213 1625,65.4681,74.9043
970213 1630,74.9043,72.9282
970213 1635,72.9282,71.1036
970213 1640,71.1036,65.2655
970213 1645,65.2655,69.096
970213 1650,69.096,69.096
970213 1655,69.096,73.5586
970213 1700,73.5586,69.9665
970213 1705,69.9665,71.643
970213 1710,71.643,75.3177
970213 1715,75.3177,68.3242
970213 1720,68.3242,71.4526
970213 1725,71.4526,69.4545
970213 1730,69.4545,70.3065
970213 1735,70.3065,70.8791
970213 1740,70.8791,68.9868
970213 1745,68.9868,74.4122
970213 1750,74.4122,74.4122
970213 1755,74.4122,73.6262
970213 1800,73.6262,70.5
970213 1805,70.5,67.3177
970213 1810,67.3177,73.556
970213 1815,73.556,74.2759
970213 1820,74.2759,72.1035
970213 1825,72.1035,75.9953
970213 1830,75.9953,67.7389
970213 1835,67.7389,71.3348
970213 1840,71.3348,76.6742
970213 1845,76.6742,76.0556
970213 1850,76.0556,76.0556
970213 1855,76.0556,73.9709
970213 1900,73.9709,76.0889
970213 1905,76.0889,76.7071
970213 1910,76.7071,75.9319
970213 1915,75.9319,80.1288
970213 1920,80.1288,74.7351
970213 1925,74.7351,76.5706
970213 1930,76.5706,78.2556
970213 1935,78.2556,78.1081
970213 1940,78.1081,80.4448
970213 1945,80.4448,79.9601
970213 1950,79.9601,79.9601
970213 1955,79.9601,72.1318
970213 2000,72.1318,85.0554
970213 2005,85.0554,78.4607
970213 2010,78.4607,76.0235
970213 2015,76.0235,83.6613
970213 2020,83.6613,82.0588
970213 2025,82.0588,83.7139
970213 2030,83.7139,83.9107
970213 2035,83.9107,78.0559
970213 2040,78.0559,82.1163
970213 2045,82.1163,80.1238
970213 2050,80.1238,80.1238
970213 2055,80.1238,80.5773
970213 2100,80.5773,84.0528
970213 2105,84.0528,86.4132
970213 2110,86.4132,84.1419
970213 2115,84.1419,84.6199
970213 2120,84.6199,87.9531
970213 2125,87.9531,85.5
970213 2130,85.5,88.3698
970213 2135,88.3698,87.6667
970213 2140,87.6667,86.7201
970213 2145,86.7201,88.6076
970213 2150,88.6076,88.6076
970213 2155,88.6076,90.7074
970213 2200,90.7074,91.9091
970213 2205,91.9091,84.9703
970213 2210,84.9703,86.1547
970213 2215,86.1547,89.0586
970213 2220,89.0586,89.2456
970213 2225,89.2456,90.8696
970213 2230,90.8696,88.7564
970213 2235,88.7564,86.9924
970213 2240,86.9924,89.4384
970213 2245,89.4384,88.2372
970213 2250,88.2372,88.2372
970213 2255,88.2372,90.2462
970213 2300,90.2462,89.1374
970213 2305,89.1374,92.4407
970213 2310,92.4407,92.9369
970213 2315,92.9369,92.0747
970213 2320,92.0747,91.0536
970213 2325,91.0536,89.2059
970213 2330,89.2059,91.3966
970213 2335,91.3966,91.4539
970213 2340,91.4539,90.6364
970213 2345,90.6364,94.5
970213 2350,94.5,94.5
970213 2355,94.5,95.0216
970214 0000,95.0216,92.553
970214 0005,92.553,90.7656
970214 0010,90.7656,92.0926
970214 0015,92.0926,92.1376
970214 0020,92.1376,92.9091
970214 0025,92.9091,91.567
970214 0030,91.567,87.9636
970214 0035,87.9636,94.6087
970214 0040,94.6087,97.4105
970214 0045,97.4105,91.9552
970214 0050,91.9552,91.9552
970214 0055,91.9552,93.9767
970214 0100,93.9767,93.4474
970214 0105,93.4474,92.6806
970214 0110,92.6806,93.9828
970214 0115,93.9828,90.9
970214 0120,90.9,90.8167
970214 0125,90.8167,92.0962
970214 0130,92.0962,89.7234
970214 0135,89.7234,92.7234
970214 0140,92.7234,89.6667
970214 0145,89.6667,86.8542
970214 0150,86.8542,86.8542
970214 0155,86.8542,89.0536
970214 0200,89.0536,94.0962
970214 0205,94.0962,93.7368
970214 0210,93.7368,88.8378
970214 0215,88.8378,95
970214 0220,95,90.0172
970214 0225,90.0172,94.5714
970214 0230,94.5714,89.1842
970214 0235,89.1842,91.4186
970214 0240,91.4186,97.5405
970214 0245,97.5405,97.5405
970214 0250,97.5405,96.15
970214 0255,96.15,93.8
970214 0300,93.8,89.9167
970214 0305,89.9167,89
970214 0310,89,94.1707
970214 0315,94.1707,89.8
970214 0320,89.8,91.6585
970214 0325,91.6585,92.6
970214 0330,92.6,92.2683
970214 0335,92.2683,96
970214 0340,96,91.2439
970214 0345,91.2439,91.5714
970214 0350,91.5714,91.5714
970214 0355,91.5714,90.1579
970214 0400,90.1579,92.7
970214 0405,92.7,86.6875
970214 0410,86.6875,91.7353
970214 0415,91.7353,94.7838
970214 0420,94.7838,89.7083
970214 0425,89.7083,90.5
970214 0430,90.5,89.5588
970214 0435,89.5588,91.2143
970214 0440,91.2143,88
970214 0445,88,89.6774
970214 0450,89.6774,89.6774
970214 0455,89.6774,91.7667
970214 0500,91.7667,88.2195
970214 0505,88.2195,93.25
970214 0510,93.25,90.9318
970214 0515,90.9318,91.0714
970214 0520,91.0714,93.6875
970214 0525,93.6875,91.3
970214 0530,91.3,90.0959
970214 0535,90.0959,87.8571
970214 0540,87.8571,91.7711
970214 0545,91.7711,89.1646
970214 0550,89.1646,89.1646
970214 0555,89.1646,93.8868
970214 0600,93.8868,92.2432
970214 0605,92.2432,92.8218
970214 0610,92.8218,95.6458
970214 0615,95.6458,89.1282
970214 0620,89.1282,89.0657
970214 0625,89.0657,89.5391
970214 0630,89.5391,89.6838
970214 0635,89.6838,85.8169
970214 0640,85.8169,86.9221
970214 0645,86.9221,78.4951
970214 0650,78.4951,78.4951
970214 0655,78.4951,74.5416
970214 0700,74.5416,80.82
970214 0705,80.82,78.1208
970214 0710,78.1208,75.9316
970214 0715,75.9316,74.1744
970214 0720,74.1744,72.9053
970214 0725,72.9053,70.4375
970214 0730,70.4375,71.8635
970214 0735,71.8635,75.2054
970214 0740,75.2054,65.4283
970214 0745,65.4283,51.4828
970214 0750,51.4828,51.4828
970214 0755,51.4828,68.5624
970214 0800,68.5624,66.0916
970214 0805,66.0916,61.8039
970214 0810,61.8039,71.0304
970214 0815,71.0304,73.4011
970214 0820,73.4011,70.2101
970214 0825,70.2101,63.1811
970214 0830,63.1811,77.2602
970214 0835,77.2602,74.5267
970214 0840,74.5267,76.6592
970214 0845,76.6592,82.3121
970214 0850,82.3121,82.3121
970214 0855,82.3121,77.4768
970214 0900,77.4768,77.7712
970214 0905,77.7712,77.1149
970214 0910,77.1149,79.3014
970214 0915,79.3014,78.6659
970214 0920,78.6659,84.0539
970214 0925,84.0539,78.8694
970214 0930,78.8694,74.6945
970214 0935,74.6945,81.0422
970214 0940,81.0422,78.413
970214 0945,78.413,73.1364
970214 0950,73.1364,73.1364
970214 0955,73.1364,77.2574
970214 1000,77.2574,82.253
970214 1005,82.253,75.8515
